step,pv,prompt_sha1,prompt_head,bf16_correct,nvfp4_correct,n,bf16_min_status,bf16_max_status,nvfp4_min_status,nvfp4_max_status,bf16_min_len,nvfp4_min_len
142,141,a08d3f0e2dc3,Suppose $a$ is a real number such that $\sin(\pi \cdot  \cos a) = \cos(\pi \cdot,2,0,8,truncated_length,completed,completed,truncated_length,4393,3970
142,141,2efdb28e5c09,What is the largest volume of a sphere which touches a unit sphere internally an,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,6749,6771
143,142,e79e1c2e65dd,Define \[P(x) =(x-1^2)(x-2^2)\cdots(x-100^2).\] Find the number of integers $n$ ,5,0,8,truncated_length,completed,completed,completed,5378,4044
143,142,561d8464e438,"Find the number of ordered triples $(a,b,c)$ where $a$, $b$, and $c$ are positiv",0,0,8,completed,completed,completed,completed,2975,2538
143,142,3734655f555e,"In $\triangle ABC$, $AB = 3$, $BC = 5$, and $CA = 6$. Points $D$ and $E$ are cho",3,1,8,completed,completed,truncated_length,completed,3803,5445
143,142,730d694d44af,Let $\triangle ABC$ be an isosceles triangle such that $BC = 30$ and $AB = AC.$ ,0,0,8,completed,truncated_length,truncated_length,completed,3431,4373
143,142,58b64f3c2131,"Let $a,b,c,d,e,f,g,h,i$ be distinct integers from $1$ to $9.$ The minimum possib",0,0,8,completed,truncated_length,completed,truncated_length,4537,3918
143,142,45f589fc41de,"Let points $A = (0, 0)$, $B = (1, 2)$, $C=(3, 3)$, and $D = (4, 0)$. Quadrilater",1,0,8,truncated_length,completed,completed,completed,4683,3563
143,142,44df16e5ef5f,Suppose that a polynomial of the form $p(x) = x^{2010} \pm x^{2009} \pm \cdots \,4,3,8,truncated_length,completed,truncated_length,completed,5145,5533
143,142,cee7ea693c0f,Triangles $ABC$ and $AEF$ are such that $B$ is the midpoint of $\overline{EF}.$ ,0,0,8,truncated_length,truncated_length,truncated_length,completed,4185,4312
144,143,50103480db2e,Call an integer $k$ debatable if the number of odd factors of $k$ is a power of ,0,0,8,truncated_length,truncated_length,truncated_length,completed,6479,5088
144,143,a472045f5269,"Each of the $2001$ students at a high school studies either Spanish or French, a",3,1,8,completed,completed,completed,completed,2197,2216
144,143,f4de1ce69f72,Find the minimum of the function \[\frac{xy}{x^2 + y^2}\]in the domain $\frac{2},1,1,8,truncated_length,completed,truncated_length,completed,4876,4850
144,143,5f27dbe9fea9,Real numbers \(x\) and \(y\) are chosen independently and uniformly at random fr,2,1,8,completed,completed,completed,completed,2066,2602
144,143,278d8ca2b09a,The equation $2^{333x-2} + 2^{111x+2} = 2^{222x+1} + 1$ has three real roots . G,3,0,8,completed,completed,completed,truncated_length,2057,4436
144,143,30c2b8dafbd4,"Triangle \(ABC\) has \(AB=13, BC=14\) and \(AC=15\). Let \(P\) be the point on \",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4867,4531
144,143,a7610ce33c84,Two ants crawl along the sides of the $49$ squares of a $7 \times 7$ board. Each,5,4,8,completed,completed,completed,completed,2706,3101
144,143,426f3b7f8eb1,What is the integer closest to $\pi^{\pi}$?  Remember to put your answer on its ,1,1,8,completed,completed,completed,completed,523,492
145,144,59a28b334f6d,"A day can be evenly divided into 86,400 periods of 1 second; 43,200 periods of e",8,3,8,completed,completed,completed,completed,1758,1826
145,144,36c2a0c27286,A straight river that is $264$ meters wide flows from west to east at a rate of ,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5645,5386
145,144,1f42e2e0a617,"A street has 20 houses on each side, for a total of 40 houses. The addresses on ",0,0,8,completed,completed,completed,completed,2296,2721
145,144,852acbd900fa,"Consider the sequence of numbers: $4,7,1,8,9,7,6,\cdots$ For $n>2$, the $n$-th t",1,0,8,completed,completed,truncated_length,completed,3332,6061
145,144,98e2e57dd30b,"For a real number $\alpha > 0$, consider the infinite real sequence defined by $",0,0,8,completed,truncated_length,completed,completed,3118,3165
145,144,272b2aeca1be,Let $N$ be a 3-digit number with three distinct non-zero digits. We say that $N$,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4754,4152
145,144,e7f77faade58,Lines parallel to the sides of an equilateral triangle are drawn such that they ,5,5,8,completed,completed,completed,completed,4793,7892
145,144,052e305322d0,"Suppose that $x,$ $y,$ and $z$ are three positive numbers that satisfy the equat",0,1,8,completed,completed,completed,completed,1701,1963
146,145,079d66f90a7a,"Ana, Beatriz, Carlos, Diego, and Emilia play a chess tournament. Each player fac",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5718,6795
146,145,60329ec2c7ef,Find $n$ such that $20^{2009} = 10^{2000} \cdot 40^9 \cdot 2^n$.  Remember to pu,1,0,8,completed,completed,completed,completed,1176,1210
146,145,814439537ab3,How many units apart is any pair of parallel sides of a regular hexagon with sid,0,0,8,completed,completed,completed,completed,1950,2603
146,145,d35973b3853b,"In $\triangle ABC$, $AB = 2019$, $BC = 2020$, and $CA = 2021$. Yannick draws thr",0,0,8,truncated_length,truncated_length,truncated_length,completed,5950,6251
146,145,d029de12dae8,"Let $a$, $b$, $c$ be positive integers and $p$ be a prime number. Assume that  \",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4721,4419
146,145,cf13ed014952,Let $f : \mathbb{N} \to \mathbb{N}$ be a strictly increasing function such that ,0,0,8,completed,completed,truncated_length,completed,4834,5081
146,145,677fe6fda507,"Let $f_n(x) = n + x^2$. Evaluate the product \( \text{gcd}\{f_{2001}(2002), f_{2",0,0,8,completed,completed,truncated_length,truncated_length,2416,3308
146,145,68702715a9b3,"On a circle, 2022 points are chosen such that the distance between any two adjac",4,4,8,completed,completed,completed,completed,4276,5033
147,146,0b1c8d7989b5,A three-digit number $\overline{ABC}$ is called \textit{spicy} if it satisfies t,7,3,8,completed,completed,completed,completed,1866,2051
147,146,ec51cf5b485e,"At Megapolis Hospital one year, multiple-birth statistics were as follows: Sets ",0,0,8,completed,completed,completed,completed,917,1025
147,146,46532d70baf1,"For a positive integer $n$, let $f_n(x)=\cos (x) \cos (2 x) \cos (3 x) \cdots \c",4,4,8,completed,completed,completed,completed,2529,3363
147,146,f77edcf6dd0d,How many four-digit positive integers have no adjacent equal even digits? For ex,0,0,8,truncated_length,completed,completed,truncated_length,6205,5731
147,146,6ea5ab058aa0,"Let $\alpha$ be a root of $x^6-x-1$, and call two polynomials $p$ and $q$ with i",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5715,5519
147,146,8240bd7646c7,"Let $\mathcal{S}$ be a regular 18-gon. For two vertices in $\mathcal{S}$, define",0,0,8,truncated_length,completed,truncated_length,completed,6252,5304
147,146,6997573ee624,"The numbers from 1 to 150, inclusive, are placed in a bag and a number is random",1,0,8,completed,completed,completed,completed,4349,3124
147,146,61a59f8ea356,"What is the sum of all real numbers $x$ for which the median of the numbers $4, ",8,4,8,completed,completed,completed,completed,2651,3233
148,147,4bb7eaa5e5b4,A parliament consists of $n$ senators. These senators are organized into 10 part,0,0,8,truncated_length,completed,completed,completed,7328,3410
148,147,81952cc1a7fc,An equilateral triangle $ABC$ has side length $7$. Point $P$ is in the interior ,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4518,4645
148,147,af7a1fb6e58a,Find $n$ such that $\dfrac1{2!9!}+\dfrac1{3!8!}+\dfrac1{4!7!}+\dfrac1{5!6!}=\dfr,0,0,8,completed,completed,completed,completed,1697,1441
148,147,241e7c0e7a33,"In Pascal's Triangle, each entry is the sum of the two entries above it. In whic",2,1,8,truncated_length,completed,completed,completed,4475,2031
148,147,b0dbae9ad503,Let $N$ be the number of ways of choosing a subset of $5$ distinct numbers from ,0,1,8,completed,completed,completed,completed,1928,2833
148,147,4e60ed71fde9,"Suppose that $x$, $y$, and $z$ are positive real numbers satisfying the followin",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5300,4775
148,147,8853e4069167,"The leader of an IMO team chooses positive integers $n$ and $k$ with $n>k$, and ",0,0,8,completed,completed,truncated_length,completed,6539,8414
148,147,73b430f93c76,\( \triangle ABC \) is an isosceles triangle with \( AB = AC \). Point \( P \) i,0,0,8,completed,completed,completed,truncated_length,3918,3841
149,148,50e7680e6c90,Determine the remainder when \( \prod_{i=1}^{2016} (i^4+5) \) is divided by 2017,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5173,4962
149,148,2509c04eaa31,Find all polynomials $P(x)=a_{n} x^{n}+a_{n-1} x^{n-1}+\ldots+a_{1} x+a_{0}\left,0,0,8,truncated_length,completed,completed,truncated_length,4687,5064
149,148,5078f18562c3,Let $P(X) = X^5 + 3X^4 - 4X^3 - X^2 - 3X + 4$. Determine the number of monic pol,3,0,8,truncated_length,completed,completed,completed,4170,4313
149,148,3e50307f65d2,Let $\{a_n\}$ be a sequence of integers satisfying the recurrence relation: \[ (,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4634,4719
149,148,9e07c04f6aec,The degree measures of the six interior angles of a convex hexagon form an arith,6,4,8,completed,completed,completed,completed,2562,2779
149,148,25f06cb3f346,The expression $729x^3+8$ can be written as $(ax+b)(cx^2+dx+e)$. Find $a+b+c+d+e,0,0,8,completed,completed,completed,completed,812,1115
149,148,f86656bb10cf,There are 2011 positive numbers with both their sum and the sum of their recipro,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,3898,4180
149,148,51dc3d6e5fe7,Tim has a working analog 12-hour clock with two hands that run continuously. He ,0,0,8,truncated_length,completed,truncated_length,completed,5357,5688
150,149,60398af270e9,Find the $2016$th smallest positive integer that satisfies the congruence $x^x \,1,0,8,completed,completed,truncated_length,completed,3822,4557
150,149,af397662c6a8,"Let $A$, $B$, $C$, and $D$ be the vertices of a regular tetrahedron, each of who",1,0,8,truncated_length,completed,completed,completed,5037,3285
150,149,a9b34fcceefe,Let $n$ be the smallest integer such that the sum of digits of $n$ is divisible ,0,0,8,truncated_length,completed,truncated_length,completed,8142,6962
150,149,dcf759750b24,"Let $r$, $s$, $t$ be the roots of the polynomial $x^3 + 2x^2 + x - 7$. Then, \[ ",1,0,8,completed,completed,completed,completed,3944,3297
150,149,6d770bc3438a,Let triangle $ABC$ be such that $AB = AC = 22$ and $BC = 11$. Point $D$ is chose,0,0,8,truncated_length,completed,truncated_length,completed,4748,4700
150,149,192f4d7c6dd6,"Mary divides a circle into $12$ sectors. The central angles of these sectors, me",5,3,8,completed,completed,completed,completed,2686,1942
150,149,de5792ef618e,Suppose we have two identical cardboard polygons. We placed one polygon upon the,0,0,8,completed,completed,completed,completed,2157,1679
150,149,ecb503e971b9,Three balls are randomly and independently tossed into bins numbered with the po,0,0,8,completed,completed,truncated_length,completed,3507,6252
151,150,5fbf69649220,"A positive integer $n$ is said to be $m$-free if $n \leq m!$ and $\gcd(i,n)=1$ f",0,0,8,truncated_length,completed,completed,truncated_length,4679,4462
151,150,fb4f3cd2699d,"Given that $\sqrt{10} \approx 3.16227766$, find the largest integer $n$ such tha",5,1,8,completed,completed,completed,completed,1524,725
151,150,e81a3bfbb1c4,How many integers $n$ satisfy $|n| < 2020$ and the equation $11^3 \mid n^3 + 3n^,0,1,8,truncated_length,truncated_length,truncated_length,completed,4761,5294
151,150,a23a332956b5,How many positive integers less than $500$ can be written as the sum of two posi,0,0,8,completed,completed,completed,completed,2878,3120
151,150,705411958203,"If we let $f(n)$ denote the sum of all the positive divisors of the integer $n$,",2,1,8,truncated_length,completed,truncated_length,completed,4155,4560
151,150,c479929d5bff,"The average of the numbers \(1, 2, 3, \ldots, 98, 99,\) and \(x\) is \(100x\). T",0,0,8,completed,completed,completed,completed,1740,1776
151,150,0d26cc1bb959,The diagram below shows a $18 \times 35$ rectangle with eight points marked that,0,0,8,completed,completed,completed,completed,2115,2238
151,150,a12ff8737fe7,"The positive reals $x$, $y$, $z$ satisfy the relations \begin{align*} x^2 + xy +",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5138,4605
152,151,5b0d1d6e3578,"A sequence of vertices $v_1, v_2, \ldots, v_k$ in a graph, where $v_i = v_j$ onl",4,5,8,truncated_length,completed,truncated_length,completed,6869,6697
152,151,fa3ddde67d11,"Find the smallest positive integer $k$ such that $k + 25973$ is a palindrome, a ",3,1,8,truncated_length,completed,truncated_length,completed,4297,4101
152,151,7d6bee0454b3,"For the ellipse shown below, find the distance between the foci.  [asy] unitsize",0,0,8,completed,completed,completed,completed,1705,1759
152,151,d429be8bfc16,"How many ways are there to paint each of the integers $2, 3, \cdots , 9$ either ",0,0,8,truncated_length,completed,completed,truncated_length,6607,2767
152,151,852034010dfc,"In quadrilateral $ABCD$, it is given that $AB = DB$ and $AD = BC$. If the angles",0,0,8,completed,truncated_length,truncated_length,completed,2525,5920
152,151,bb62fadb24f5,"Let $(a_n)$ be a sequence of integers, with $a_1 = 1$ and for every integer $n \",0,0,8,truncated_length,truncated_length,completed,truncated_length,4681,3756
152,151,896d016ac16b,Six cards numbered $1$ through $6$ are to be lined up in a row. Find the number ,0,0,8,completed,completed,completed,completed,5193,3143
152,151,11105ad6f143,"Two non-zero real numbers, $a$ and $b,$ satisfy $ab = a - b$. Calculate the valu",8,5,8,completed,completed,completed,completed,1544,1207
153,152,79cb5634cb7a,A finite set $M$ of positive integers consists of distinct perfect squares and t,2,0,8,truncated_length,completed,truncated_length,completed,4927,3894
153,152,72ce0440ae9f,"A pyramid has a triangular base with side lengths $20$ , $20$ , and $24$ . The t",2,0,8,completed,completed,truncated_length,truncated_length,3973,4339
153,152,7d82244274da,Find the number of distinct values obtained from the expression:  $$ \frac{n^2 -,0,0,8,truncated_length,completed,truncated_length,completed,5004,4470
153,152,9df2762a0b58,"Find the number of ordered triples of positive integers $(a, b, c)$, where $a, b",8,4,8,completed,completed,completed,completed,1740,2089
153,152,d83e08998853,"For real numbers $a,$ $b,$ and $c,$ the matrix \[\begin{pmatrix} a & b & c \\ b ",0,0,8,completed,completed,completed,truncated_length,2931,2442
153,152,844202d63846,There are $10^{2015}$ planets in an Intergalactic empire. Every two planets are ,0,0,8,completed,completed,completed,completed,4290,3455
153,152,3a78e83baebf,"There are $2 n$ students in a school $(n \in \mathbb{N}, n \geq 2)$. Each week $",0,0,8,completed,completed,completed,completed,3583,5027
153,152,76d17997edd3,What is the smallest natural number $n$ greater than $2012$ such that the polyno,0,1,8,truncated_length,truncated_length,truncated_length,completed,4868,4539
154,153,964332a801da,Find the imaginary part of \[(\cos12^\circ+i\sin12^\circ+\cos48^\circ+i\sin48^\c,7,4,8,completed,completed,completed,completed,1485,1503
154,153,75def6355e66,For how many rational numbers $p$ is the area of the triangle formed by the inte,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4867,4769
154,153,ae4c5af15cd5,How many positive integers less than 500 have exactly 15 positive integer factor,4,0,8,completed,completed,completed,completed,2764,2571
154,153,860743dd4b20,"Let $S$ be the set of all ordered pairs $(x, y)$ of integer solutions to the equ",2,0,8,truncated_length,completed,truncated_length,completed,4192,4146
154,153,258d72049967,Let $a_n$ be the integer obtained by writing all the integers from $1$ to $n$ fr,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4090,3683
154,153,2a5dba4f8c97,The diagonals of rectangle $PQRS$ intersect at point $X$.  If $PS = 10$ and $RS=,4,1,8,completed,completed,completed,completed,2209,2258
154,153,2be1306f9c4a,The function $f(n)$ is defined on the positive integers and takes non-negative i,0,0,8,completed,completed,completed,completed,3274,2329
154,153,129ab6801187,"The numbers $\frac{1}{1}, \frac{1}{2}, \ldots, \frac{1}{2010}$ are written on a ",1,0,8,completed,completed,truncated_length,completed,1785,4718
155,154,c272fa8d6282,Compute the minimum value of \[ \frac{x^4 + 2x^3 + 3x^2 + 2x + 10}{x^2 + x + 1} ,8,5,8,completed,completed,completed,completed,2116,2078
155,154,c56797d4963c,Find all positive integers $P$ such that the sum and product of all its divisors,5,6,8,completed,completed,completed,completed,3098,2938
155,154,e22d71f8db08,Find the constant $k$ such that the sum of all $x \ge 0$ satisfying $\sqrt{x}(x+,2,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4497,4684
155,154,46abac48bcf2,Find the sum of all positive integers $n$ such that when $1^3+2^3+3^3+\cdots +n^,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,3858,3820
155,154,907b36ac4da7,How many sequences of zeros and ones of length 20 have all the zeros consecutive,0,0,8,completed,completed,completed,completed,2864,3319
155,154,18a3aabffc15,Let $S$ be the smallest subset of the integers with the property that $0 \in S$ ,3,1,8,truncated_length,completed,truncated_length,completed,5277,5134
155,154,b53b7266e8da,Let $f$ be an infinitely differentiable real-valued function defined on the real,2,1,8,completed,truncated_length,completed,completed,5143,4088
155,154,f62cc85b947c,Let the sum $\sum_{n=1}^{9} \frac{1}{n(n+1)(n+2)}$ be written in its lowest term,2,0,8,truncated_length,completed,truncated_length,completed,4182,4489
156,155,c50cc30f1d33,Compute the remainder when the largest integer below $\frac{3^{123}}{5}$ is divi,7,5,8,completed,completed,completed,completed,2546,2251
156,155,d2dc7af7d443,"Find the number of three-element subsets of $\{1, 2, 3,...,13\}$ that contain at",2,0,8,completed,completed,completed,completed,3931,4637
156,155,430a904fb262,"For certain real numbers $a$, $b$, and $c$, the polynomial \[g(x) = x^3 + ax^2 +",3,0,8,completed,completed,completed,truncated_length,1838,2277
156,155,a1b4d9ffb173,Frist Campus Center is located $1$ mile north and $1$ mile west of Fine Hall. Th,0,0,8,completed,truncated_length,truncated_length,truncated_length,5503,6211
156,155,facba967ab76,"In $\triangle{ABC}, AB=10, \angle{A}=30^\circ$ , and $\angle{C=45^\circ}$. Let $",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4430,4849
156,155,8fc7b6ac3e58,Let $a_1 = 1$ and $a_{n+1} = a_n \cdot p_n$ for $n \geq 1$ where $p_n$ is the $n,2,1,8,truncated_length,completed,truncated_length,completed,4633,4931
156,155,f7e491323c0c,There is a rectangle $ABCD$ such that $AB = 12$ and $BC = 7$. Points $E$ and $F$,1,0,8,completed,completed,completed,completed,2984,3488
156,155,a95a77fc26cc,"What is the value of the sum \[   \sum_z \frac{1}{{\left|1 - z\right|}^2} \, , \",0,0,8,truncated_length,truncated_length,completed,completed,5008,4320
157,156,af42979e896f,A frog is located at the origin of the Cartesian coordinate system. Every second,1,0,8,completed,completed,completed,completed,4982,4340
157,156,d3ed9f428c3b,"A quadrilateral has vertices $P(a,b)$, $Q(b,a)$, $R(-a, -b)$, and $S(-b, -a)$, w",5,1,8,completed,completed,truncated_length,completed,2960,3982
157,156,0d12cb2e0ff7,"A tripod has three legs each of length $5$ feet. When the tripod is set up, the ",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5386,6139
157,156,c5e4fe31870e,"Determine the greatest common divisor of the numbers: \[ 5^5 - 5, \ 7^7 - 7, \ 9",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4592,4514
157,156,068d2360b705,Find the sum of the values of $x$ such that $\cos^3 3x+ \cos^3 5x = 8 \cos^3 4x ,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4608,4516
157,156,9cbf87dbdb4c,"For a positive integer $n$, let $z_n = \sqrt{\frac{3}{n}} + i$, where $i = \sqrt",5,1,8,completed,completed,completed,completed,2219,2146
157,156,1ae882b884c1,There are $n$ sticks which have distinct integer lengths. Suppose that it's poss,1,0,8,truncated_length,completed,truncated_length,truncated_length,5344,4860
157,156,6f3f9686c74f,Twelve $1$'s and ten $-1$'s are written on a chalkboard. You select 10 of the nu,4,0,8,completed,completed,completed,completed,4433,3374
158,157,cf2c8c6c353a,A lucky number is a number whose digits are only $4$ or $7$. What is the $17^{th,0,0,8,completed,completed,completed,completed,1498,2423
158,157,98a2f1bb88b6,Determine the value of the parameter $m$ such that the equation $(m-2)x^2 + (m^2,5,1,8,truncated_length,completed,truncated_length,completed,4280,4054
158,157,92c36cdd4bca,"For any set $S$, let $|S|$ denote the number of elements in $S$, and let $n(S)$ ",0,0,8,completed,completed,completed,truncated_length,4406,3436
158,157,284e0e33fa53,How many different lines pass through at least two points in this 3-by-3 grid of,4,2,8,completed,completed,completed,completed,3920,2629
158,157,b5f2d54c64d2,"In a $6 \times 4$ grid ($6$ rows, $4$ columns), $12$ of the $24$ squares are to ",0,0,8,completed,completed,completed,completed,3445,2375
158,157,e028b4a03a9c,"Let $x_1 = \frac{1}{20}$, $x_2 = \frac{1}{13}$, and \[ x_{n+2} = \frac{2x_nx_{n+",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,3937,3930
158,157,f71cea9973f2,"Suppose an integer $x$, a natural number $n$, and a prime number $p$ satisfy the",0,2,8,truncated_length,truncated_length,truncated_length,completed,3836,3718
158,157,5d20a878c33e,Trapezoid $ABCD$ has bases $\overline{AB}$ and $\overline{CD}$ and diagonals int,1,1,8,truncated_length,completed,completed,completed,5843,2782
159,158,712cbc1bd5c9,"A given sequence $r_1, r_2, \dots, r_n$ of distinct real numbers can be put in a",0,0,8,completed,completed,completed,completed,3637,3726
159,158,56cab55520e3,"All the numbers $2, 3, 4, 5, 6, 7$ are assigned to the six faces of a cube, one ",4,2,8,truncated_length,completed,truncated_length,completed,6909,6674
159,158,b02f085391cf,Find all integers $n$ such that $n^{n-1} - 1$ is square-free.  Remember to put y,4,7,8,truncated_length,completed,completed,completed,4862,3971
159,158,53c5d57f40ea,"Four students from Harvard, one of them named Jack, and five students from MIT, ",5,1,8,completed,completed,completed,completed,2883,2663
159,158,941a93361475,"From a list of integers from $1$ to $2022$, inclusive, delete all numbers in whi",4,0,8,completed,completed,completed,completed,4366,2756
159,158,2622e616ffc1,"In a $25 \times n$ grid, each square is colored with a color chosen among $8$ di",1,0,8,truncated_length,completed,completed,completed,6958,3928
159,158,ac61a29b35ea,"In preparation for a game of Fish, Carl must deal $48$ cards to $6$ players. For",1,2,8,truncated_length,truncated_length,completed,completed,7231,7690
159,158,d213656330b4,Let $P$ be a point on the circle circumscribing square $ABCD$ that satisfies $PA,0,0,8,truncated_length,truncated_length,truncated_length,completed,4689,5361
160,159,457f2399b242,Define $n!!$ to be $n(n-2)(n-4)\cdots 3\cdot 1$ for $n$ odd and $n(n-2)(n-4)\cdo,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4506,4554
160,159,3324d2ddc5d4,"Find the number of ordered pairs of positive integers $(m,n)$ such that $m^2n = ",2,1,8,completed,completed,completed,completed,1753,1930
160,159,1d9d86f83442,Find the sum of all positive integers $x$ such that there is a positive integer ,1,0,8,completed,completed,completed,completed,2358,2252
160,159,8f71c08ab2f8,"For certain pairs $(m,n)$ of positive integers with $m\geq n$ there are exactly ",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4779,4396
160,159,23c6eb2c58d9,"If you roll six fair dice, let $\mathsf{ p}$ be the probability that exactly fiv",1,0,8,completed,completed,completed,completed,3027,2700
160,159,4aa4f61ba913,"In the year $2001$, the United States will host the International Mathematical O",5,3,8,completed,completed,completed,completed,3086,1353
160,159,f5c7c0c5cfba,Let $O$ be the center of the circumcircle of triangle $ABC$. We know that $AB = ,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5171,4779
160,159,b33da6b45d09,Toothpicks of equal length are used to build a rectangular grid. If the grid is ,0,0,8,completed,completed,completed,completed,1719,1007
161,160,d25786de9fad,"At Rachelle's school, an A counts as 4 points, a B as 3 points, a C as 2 points,",0,0,8,completed,completed,completed,completed,3940,3850
161,160,1beae8851a04,Dividing $x^{1951}-1$ by $P(x)=x^4+x^3+2x^2+x+1$ one gets a quotient and a remai,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4822,4913
161,160,015ea149a59d,Evaluate $1^3-2^3+3^3-4^3+5^3-\cdots+101^3$.  Remember to put your answer on its,5,0,8,completed,completed,completed,completed,2103,2855
161,160,ae468f7f2487,"On equilateral $\triangle{ABC}$, point D lies on BC a distance 1 from B, point E",0,0,8,truncated_length,truncated_length,truncated_length,completed,5378,4540
161,160,0150ec583982,"Starting on April 15, 2008, you can go one day backward and one day forward to g",0,0,8,truncated_length,completed,completed,completed,5922,4115
161,160,2c5204712b74,The NIMO problem writers have invented a new chess piece called the *Oriented Kn,2,0,8,completed,completed,completed,completed,2240,2173
161,160,a512b86f7506,"There are 3 math clubs in the school district, with 5, 7, and 8 students respect",2,1,8,completed,completed,completed,completed,3006,3037
161,160,40353c81cdad,What is the sum of the last two digits of $8^{25} + 12^{25}?$  Remember to put y,0,0,8,completed,completed,completed,completed,3316,3231
162,161,063eebbcdfd4,A function $f$ is defined on integers such that:  - $f(n) = n + 3$ if $n$ is odd,3,2,8,completed,completed,completed,completed,2347,3953
162,161,1e9b18a49c27,A polynomial $P(x)$ is a \emph{base-$n$ polynomial} if it is of the form $a_d x^,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,6242,6388
162,161,58e7da60e4c4,Find \( \sum_{k=1}^\infty \frac{k^2-2}{(k+2)!} \).  Remember to put your answer ,5,4,8,completed,completed,completed,completed,2647,3011
162,161,ea269f6da830,Find the smallest prime number $p$ for which the number $p^3 + 2p^2 + p$ has exa,4,6,8,completed,completed,truncated_length,completed,2914,4139
162,161,9c5e5dd04c24,"In triangle $ABC,$ $AB = 13,$ $BC = 14,$ $AC = 15,$ and point $G$ is the interse",5,1,8,completed,completed,completed,completed,2779,2332
162,161,3c40462b6669,Let $ABC$ be an equilateral triangle with an area of $1998\ \text{cm}^2$. Points,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5814,4645
162,161,458a74f08680,"Let $x$, $y$, $z$ be real numbers that satisfy the following equations:  \[ (x-y",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4190,3964
162,161,05e272a4d75a,When the integer $({\sqrt{3} + 5})^{103} - ({\sqrt{3} - 5})^{103}$ is divided by,0,1,8,completed,truncated_length,truncated_length,completed,3511,4533
163,162,71e787b3c791,Each day Maria must work $8$ hours. This does not include the $45$ minutes she t,0,0,8,completed,completed,completed,completed,1033,865
163,162,5b5c7d9c20ba,Find the sum of all the positive solutions of     \[2\cos2x \left(\cos2x - \cos{,0,0,8,truncated_length,truncated_length,completed,completed,4055,4048
163,162,fe6dfe3de3cd,For how many integers $n$ with $1 \leq n \leq 2012$ is the product \[   \prod_{k,1,0,8,completed,completed,truncated_length,truncated_length,3404,4857
163,162,1171d1882d66,Jason rolls three fair standard six-sided dice. Then he looks at the rolls and c,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5973,7064
163,162,24f2e8f14c67,Let $S$ be a square of side length $1$. Two points are chosen independently at r,0,0,8,completed,truncated_length,completed,truncated_length,3324,4714
163,162,43ec8f245d56,"Let $\mathbb{Z}_{\geqslant 0}$ be the set of non-negative integers, and let $f: ",2,0,8,truncated_length,completed,truncated_length,truncated_length,6413,6501
163,162,e3610d4cdc69,Suppose $a$ and $b$ are real numbers such that the polynomial $x^3 + ax^2 + bx +,0,0,8,completed,completed,completed,completed,973,1096
163,162,bccb0cb568aa,The diameter \(\overline{AB}\) of a circle with radius \(2\) is extended to a po,0,1,8,completed,truncated_length,completed,completed,4235,3607
164,163,6e9f3c23c7ff,"A convex polyhedron has for its faces 12 squares, 8 regular hexagons, and 6 regu",4,0,8,completed,completed,completed,completed,3122,3358
164,163,b8e1d226cbed,A regular pentagon can have the line segments forming its boundary extended to l,0,0,8,completed,completed,completed,truncated_length,3577,4164
164,163,4a55e2aba42e,Compute $\sqrt{(31)(30)(29)(28)+1}$.   Remember to put your answer on its own li,3,0,8,completed,completed,completed,completed,987,717
164,163,2e6cab8fcc5c,"Find $a + b + c$, where $a$, $b$, and $c$ are the hundreds, tens, and units digi",1,2,8,completed,completed,completed,completed,2960,3789
164,163,f2f21d9b098e,"In $\triangle ABC$, $AB = AC$. Its circumcircle, $\Gamma$, has a radius of 2. Ci",0,0,8,truncated_length,truncated_length,completed,truncated_length,5881,5375
